BIKE_ID,RENT_DT,RENT_ID,RENT_NM,RENT_HOLD,RTN_DT,RTN_ID,RTN_NM,RTN_HOLD,USE_MIN,USE_DST,USR_CLS_CD,SEX_CD,BIRTH_YEAR,RENT_STATION_ID,RETURN_STATION_ID,BIKE_SE_CD,START_INDEX,END_INDEX,RNUM
SPB-72724,2026-03-30 01:05:13,05301,상계주공1단지 버스정류장 옆(대원빌딩 앞),0,2026-03-30 01:16:13,04008,하계 어린이 공원,0,11,1699.14,USR_001,M,2002,ST-3015,ST-2703,일반자전거,0,0,127
SPB-61996,2026-03-30 01:16:01,00490,가온문화공원,0,2026-03-30 01:16:16,00490,가온문화공원,0,0,0.00,USR_001,M,1993,ST-2149,ST-2149,일반자전거,0,0,128
SPB-53796,2026-03-30 01:10:26,04316,고속터미널역 3번출구,0,2026-03-30 01:16:20,02525,반포쇼핑타운 2동 앞,0,5,734.03,USR_001,,1963,ST-2667,ST-1910,일반자전거,0,0,129
SPB-67030,2026-03-30 01:09:11,01308,안암로터리 버스정류장 앞,0,2026-03-30 01:16:26,00609,제기2교,0,7,995.69,USR_002,,,ST-827,ST-269,일반자전거,0,0,130
SPB-73032,2026-03-30 01:13:55,01683,노원문화예술회관,0,2026-03-30 01:16:40,01681,현대6차 아파트,0,2,572.77,USR_001,M,2003,ST-1473,ST-1425,일반자전거,0,0,131
SPB-44040,2026-03-30 01:02:45,00525,한양대병원사거리,0,2026-03-30 01:16:42,00582,경일중학교 앞,0,13,1824.08,USR_001,M,2006,ST-241,ST-375,일반자전거,0,0,132
SPB-74232,2026-03-30 01:10:19,04510,신정네거리역 교차로,0,2026-03-30 01:16:55,00794,양천문화회관,0,6,1525.43,USR_001,M,2000,ST-2762,ST-2395,일반자전거,0,0,133
SPB-50352,2026-03-30 01:10:17,03569,건대병원후문,0,2026-03-30 01:17:04,03582,화양동 우체국,0,6,1015.37,USR_001,F,2006,ST-2308,ST-2321,일반자전거,0,0,134
SPB-46006,2026-03-30 01:04:09,00474,동대문역사문화공원역 1번출구 뒤편,0,2026-03-30 01:17:15,00347,동대문역사문화공원역 9번출구 앞,0,13,743.84,USR_001,,2004,ST-1780,ST-163,일반자전거,0,0,135
SPB-68281,2026-03-30 01:11:50,02122,낙성대로 입구,0,2026-03-30 01:17:28,02128,관악구청교차로,0,5,978.93,USR_001,F,2003,ST-719,ST-720,일반자전거,0,0,136
SPB-74361,2026-03-30 01:09:28,03509,세종사이버대학교,0,2026-03-30 01:17:29,03571,화양 APT(횡단보도 옆),0,8,1137.93,USR_001,M,1991,ST-1194,ST-2310,일반자전거,0,0,137
SPB-52782,2026-03-30 01:09:48,03509,세종사이버대학교,0,2026-03-30 01:17:33,03571,화양 APT(횡단보도 옆),0,7,1219.91,USR_001,,1992,ST-1194,ST-2310,일반자전거,0,0,138
SPB-30607,2026-03-30 01:10:26,03509,세종사이버대학교,0,2026-03-30 01:17:42,03571,화양 APT(횡단보도 옆),0,7,1219.91,USR_001,M,1994,ST-1194,ST-2310,일반자전거,0,0,139
SPB-34125,2026-03-30 01:15:11,02169,봉천역 2번출구,0,2026-03-30 01:17:49,02195,은천교회,0,2,0.00,USR_001,,1993,ST-1264,ST-2379,일반자전거,0,0,140
SPB-64824,2026-03-30 01:02:03,00131,증산2교,0,2026-03-30 01:17:53,00154,마포구청역,0,15,3515.71,USR_001,M,1990,ST-33,ST-211,일반자전거,0,0,141
SPB-72407,2026-03-30 01:09:44,05341,공릉동효성아파트 앞,0,2026-03-30 01:17:56,05319,연해피빌 앞,0,8,2043.21,USR_001,M,2005,ST-3357,ST-3174,일반자전거,0,0,142
SPB-57594,2026-03-30 01:14:15,00529,장한평역 8번 출구 앞,0,2026-03-30 01:18:14,00529,장한평역 8번 출구 앞,0,3,106.96,USR_001,M,1968,ST-243,ST-243,일반자전거,0,0,143
SPB-56058,2026-03-30 01:04:39,02222,사당역 12번출구 뒤,0,2026-03-30 01:18:21,02062,사당새마을금고,0,13,2540.00,USR_001,,1997,ST-753,ST-1154,일반자전거,0,0,144
SPB-63044,2026-03-30 01:13:00,01565,수유사거리,0,2026-03-30 01:18:21,01501,"미아역 3번,4번 출구 사이",0,5,1333.15,USR_001,,1996,ST-2134,ST-948,일반자전거,0,0,145
SPB-35163,2026-03-30 01:01:17,00219,롯데캐슬엠파이어 옆,0,2026-03-30 01:18:24,02058,동작경찰서,0,17,1752.38,USR_001,M,2002,ST-62,ST-1150,일반자전거,0,0,146
SPB-45518,2026-03-30 01:13:27,03588,세종대학교(영실관),0,2026-03-30 01:18:30,03582,화양동 우체국,0,5,603.43,USR_001,,1999,ST-2408,ST-2321,일반자전거,0,0,147
SPB-68296,2026-03-30 01:11:59,00906,연신내역 5번출구,0,2026-03-30 01:18:31,00916,평생학습관 앞,0,6,1143.94,USR_001,,1994,ST-454,ST-464,일반자전거,0,0,148
SPB-63565,2026-03-30 01:09:14,00680,꿈마루어린이도서관 앞,0,2026-03-30 01:18:32,00665,이문동 쌍용아파트 정문,0,9,1770.00,USR_001,M,2008,ST-2280,ST-2265,일반자전거,0,0,149
SPB-37004,2026-03-30 01:09:26,01388,돈암초교입구 버스정류장(한성대입구역 방면),0,2026-03-30 01:18:36,01388,돈암초교입구 버스정류장(한성대입구역 방면),0,9,934.31,USR_001,M,2001,ST-2229,ST-2229,일반자전거,0,0,150
SPB-44135,2026-03-30 01:08:35,01201,가락시장역 3번 출구,0,2026-03-30 01:18:41,02623,석촌동 주민센터,0,10,1760.11,USR_001,M,1978,ST-838,ST-1851,일반자전거,0,0,151
SPB-50240,2026-03-30 01:01:37,02637,아시아지하보도 14번 출구,0,2026-03-30 01:18:48,04906,섬유센터 앞,0,17,2029.33,USR_001,,1992,ST-1864,ST-3077,일반자전거,0,0,152
SPB-71255,2026-03-30 01:04:31,00346,맥스타일 앞,0,2026-03-30 01:18:50,00519,양지사거리,0,14,2275.35,USR_001,,1972,ST-162,ST-235,일반자전거,0,0,153
SPB-73485,2026-03-30 01:05:44,05323,하계역 4번출구 앞,0,2026-03-30 01:18:54,01610,화랑대역 2번출구 앞,0,13,2987.10,USR_001,,1995,ST-3256,ST-603,일반자전거,0,0,154
SPB-44837,2026-03-30 01:15:53,01530,광산사거리,0,2026-03-30 01:18:55,01742,북한산 코오롱 하늘채,0,3,647.89,USR_001,M,2005,ST-1104,ST-1726,일반자전거,0,0,155
SPB-54375,2026-03-30 01:05:32,04828,신내동 한살림 중랑지구 앞,0,2026-03-30 01:19:00,01433,중화역 2번출구,0,13,2059.87,USR_001,F,2007,ST-2952,ST-857,일반자전거,0,0,156
SPB-67041,2026-03-30 01:03:49,02633,송파학사 옆,0,2026-03-30 01:19:03,02605,복정역 1번 출구 앞,0,15,2762.58,USR_001,,2001,ST-1860,ST-1656,일반자전거,0,0,157
SPB-38724,2026-03-30 01:15:38,04458,가락2동주민센터 인근,0,2026-03-30 01:19:10,04854,가락시장역 2번 출구,0,3,999.76,USR_001,M,1972,ST-2575,ST-2606,일반자전거,0,0,158
SPB-71736,2026-03-30 01:15:26,01912,한신휴아파트 앞,0,2026-03-30 01:19:10,01912,한신휴아파트 앞,0,3,199.43,USR_001,F,1978,ST-669,ST-669,일반자전거,0,0,159
SPB-74304,2026-03-30 01:09:11,01401,극동늘푸른아파트,0,2026-03-30 01:19:17,01332,석계역 5번출구 건너편,0,10,1357.04,USR_001,M,2003,ST-558,ST-578,일반자전거,0,0,160
SPB-74163,2026-03-30 01:12:17,02002,노들역 1번출구,0,2026-03-30 01:19:28,02027,중앙대학교 정문 1,0,7,1345.04,USR_001,M,1991,ST-683,ST-693,일반자전거,0,0,161
SPB-81532,2026-03-30 01:15:27,04641,아메리칸센터,99,2026-03-30 01:19:34,00848,삼각지12번 출구,99,4,750.00,USR_001,M,1989,ST-3138,ST-2172,새싹자전거,0,0,162
SPB-32467,2026-03-30 01:11:42,02059,보라매공원 정문,0,2026-03-30 01:19:36,04169,신대방삼거리,0,7,914.41,USR_001,M,1994,ST-1151,ST-2654,일반자전거,0,0,163
SPB-50218,2026-03-30 01:02:17,00765,오목교역 3번출구,0,2026-03-30 01:19:40,05059,화곡2동주민센터,0,17,2347.56,USR_001,M,2004,ST-1731,ST-2887,일반자전거,0,0,164
SPB-71382,2026-03-30 01:05:22,02085,강남중학교 앞,0,2026-03-30 01:19:41,02015,신대방삼거리역 6번출구쪽,0,14,1158.27,USR_001,M,1995,ST-2358,ST-728,일반자전거,0,0,165
SPB-47184,2026-03-30 01:11:46,04668,기자촌사거리 B,0,2026-03-30 01:19:57,00902,진관동 은빛초등학교,0,8,1572.21,USR_001,,,ST-2781,ST-450,일반자전거,0,0,166
SPB-43651,2026-03-30 01:06:51,01430,중랑구청,0,2026-03-30 01:20:01,01433,중화역 2번출구,0,13,1232.85,USR_001,M,2005,ST-855,ST-857,일반자전거,0,0,167
SPB-57418,2026-03-30 01:10:09,02658,가락몰 업무동,0,2026-03-30 01:20:11,04478,문정근린공원2,0,10,1720.00,USR_001,M,1968,ST-2409,ST-2589,일반자전거,0,0,168
SPB-71480,2026-03-30 01:08:29,01198,LG 사이언스파크,0,2026-03-30 01:20:17,01150,송정역 1번출구,0,11,1783.69,USR_001,M,1998,ST-1715,ST-1062,일반자전거,0,0,169
SPB-64353,2026-03-30 01:01:00,02020,장승배기역2번출구뒷편쪽,0,2026-03-30 01:20:19,02079,중앙대학교 중앙광장,0,19,2025.08,USR_001,F,2006,ST-690,ST-2352,일반자전거,0,0,170
SPB-53311,2026-03-30 01:16:24,00648,장안동위더스빌옆,0,2026-03-30 01:20:23,00631,답십리역 1번출구,0,3,985.00,USR_001,F,1992,ST-1300,ST-398,일반자전거,0,0,171
SPB-73604,2026-03-30 01:12:29,03664,맥도날드 서울둔촌DT점 앞,0,2026-03-30 01:20:24,01010,강동세무서,0,7,728.61,USR_001,F,2002,ST-2738,ST-494,일반자전거,0,0,172
SPB-74817,2026-03-30 01:14:13,03664,맥도날드 서울둔촌DT점 앞,0,2026-03-30 01:20:27,01010,강동세무서,0,6,812.05,USR_001,M,2002,ST-2738,ST-494,일반자전거,0,0,173
SPB-66990,2026-03-30 01:07:29,00247,당산역 10번출구 앞,0,2026-03-30 01:20:31,04561,양평역 1번출구,0,13,1788.84,USR_001,,1983,ST-295,ST-2812,일반자전거,0,0,174
SPB-47492,2026-03-30 01:16:48,04224,서부운전면허시험장,0,2026-03-30 01:20:34,00402,상암월드컵파크 9단지 앞,0,3,589.48,USR_001,M,2006,ST-2977,ST-77,일반자전거,0,0,175
SPB-73979,2026-03-30 01:07:25,04281,명지대사거리,0,2026-03-30 01:20:34,04685,DMC역 5번 출구(수색역 방향),0,13,2058.98,USR_001,,1990,ST-3411,ST-3095,일반자전거,0,0,176
SPB-68258,2026-03-30 01:14:41,00252,보라매역4번출구,0,2026-03-30 01:20:38,05886,신풍역 2번출구,0,5,882.17,USR_001,F,2004,ST-300,ST-3359,일반자전거,0,0,177
SPB-47377,2026-03-30 01:13:33,01381,석계역 4번출구 뒤,0,2026-03-30 01:20:46,01401,극동늘푸른아파트,0,7,824.57,USR_001,,2001,ST-2223,ST-558,일반자전거,0,0,178
SPB-67393,2026-03-30 01:05:26,01820,신한은행 시흥대로금융센터지점,0,2026-03-30 01:20:47,01862,스타즈호텔독산 빌딩 앞,0,15,2218.86,USR_001,M,1997,ST-628,ST-1933,일반자전거,0,0,179
SPB-73096,2026-03-30 01:02:47,04041,공릉역3번출구,0,2026-03-30 01:20:47,02904,중계3차청구아파트,0,18,3526.07,USR_001,F,2001,ST-2896,ST-2070,일반자전거,0,0,180
SPB-47609,2026-03-30 01:08:38,01321,국민은행 종암동지점 앞,0,2026-03-30 01:20:49,00673,안암골벽산아파트(후문),0,12,1302.51,USR_001,M,2002,ST-655,ST-2273,일반자전거,0,0,181
SPB-46395,2026-03-30 01:05:57,04122,청계9가교차로 앞,0,2026-03-30 01:20:50,03415,동대문역6번출구,0,14,1920.00,USR_001,M,2002,ST-2508,ST-1812,일반자전거,0,0,182
SPB-65769,2026-03-30 01:15:56,00363,신설동역 11번출구 뒤,0,2026-03-30 01:21:03,00431,청계천 영도교,0,5,580.43,USR_001,F,1991,ST-177,ST-1440,일반자전거,0,0,183
SPB-46039,2026-03-30 01:04:23,00650,중랑교사거리,0,2026-03-30 01:21:04,04117,휘경119안전센터 앞,0,16,1208.98,USR_001,M,1994,ST-1302,ST-2506,일반자전거,0,0,184
SPB-34375,2026-03-30 01:04:49,00576,광나루역 3번 출구,0,2026-03-30 01:21:14,00546,잠실대교북단 교차로,0,16,1705.31,USR_001,F,1999,ST-387,ST-257,일반자전거,0,0,185
SPB-67524,2026-03-30 01:12:30,02910,도깨비시장,0,2026-03-30 01:21:16,02915,서울과학기술대학교(어학교육원),0,8,1478.89,USR_001,M,2006,ST-2076,ST-2081,일반자전거,0,0,186
SPB-85026,2026-03-30 01:02:22,02515,서초초등학교 후문,99,2026-03-30 01:21:20,02293,SPC 앞,99,18,2581.96,USR_001,F,1998,ST-1900,ST-1360,새싹자전거,0,0,187
SPB-67724,2026-03-30 01:21:13,02376,수서역 7번출구 앞,0,2026-03-30 01:21:22,02376,수서역 7번출구 앞,0,0,0.00,USR_001,M,1962,ST-1185,ST-1185,일반자전거,0,0,188
SPB-45395,2026-03-30 01:11:25,00399,서울역 센트럴 자이아파트,0,2026-03-30 01:21:27,00143,공덕역 2번출구,0,10,1555.34,USR_001,F,2006,ST-1436,ST-201,일반자전거,0,0,189
SPB-30790,2026-03-30 01:02:05,01646,삼육대 입구,0,2026-03-30 01:21:28,01670,노원경찰서교차로,0,19,2275.82,USR_001,,1995,ST-1114,ST-1287,일반자전거,0,0,190
SPB-44274,2026-03-30 01:05:30,00767,신정숲속마을아파트,0,2026-03-30 01:21:33,04510,신정네거리역 교차로,0,16,2270.77,USR_001,M,1988,ST-1993,ST-2762,일반자전거,0,0,191
SPB-67633,2026-03-30 01:12:19,00959,구파발10단지 인근,0,2026-03-30 01:21:46,00904,은평뉴타운 푸르지오,0,9,1786.05,USR_001,M,2005,ST-1480,ST-452,일반자전거,0,0,192
SPB-40530,2026-03-30 01:15:49,01180,마곡엠밸리 15단지(1502동) 건너편,0,2026-03-30 01:21:48,01184,마곡13단지,0,5,1168.36,USR_001,M,1992,ST-1517,ST-1645,일반자전거,0,0,193
SPB-60182,2026-03-30 01:15:16,01384,성신여대입구역 5번출구,0,2026-03-30 01:21:49,01363,보문4교 인근,0,6,1140.29,USR_001,M,2006,ST-2225,ST-1455,일반자전거,0,0,194
SPB-44752,2026-03-30 01:14:13,01697,상계주공2단지 219동,0,2026-03-30 01:21:52,01743,창동19단지아파트 관리사무소앞,0,7,1194.42,USR_001,M,2000,ST-2063,ST-2088,일반자전거,0,0,195
SPB-60144,2026-03-30 01:03:27,02515,서초초등학교 후문,0,2026-03-30 01:21:57,02293,SPC 앞,0,18,2680.00,USR_001,M,1998,ST-1900,ST-1360,일반자전거,0,0,196
SPB-74389,2026-03-30 01:09:07,04087,우이교 교차로,0,2026-03-30 01:22:03,04096,창동역2번출구 하나은행365 앞,0,12,1743.94,USR_001,M,2006,ST-3092,ST-3368,일반자전거,0,0,197
SPB-73767,2026-03-30 01:12:13,04087,우이교 교차로,0,2026-03-30 01:22:09,04096,창동역2번출구 하나은행365 앞,0,9,1840.50,USR_001,M,2007,ST-3092,ST-3368,일반자전거,0,0,198
SPB-48692,2026-03-30 01:17:56,01010,강동세무서,0,2026-03-30 01:22:12,01048,둔촌어린이공원,0,4,645.81,USR_001,M,2002,ST-494,ST-1370,일반자전거,0,0,199
SPB-62899,2026-03-30 01:09:08,01679,삼육대 도서관,0,2026-03-30 01:22:16,01610,화랑대역 2번출구 앞,0,13,3314.76,USR_001,M,2005,ST-1395,ST-603,일반자전거,0,0,200
SPB-72879,2026-03-30 01:12:23,01446,중랑전화국 교차로,0,2026-03-30 01:22:24,01405,망우역 1번출구,0,10,873.17,USR_001,,1996,ST-1097,ST-568,일반자전거,0,0,201
SPB-72730,2026-03-30 01:13:09,01741,제일강산수산입구,0,2026-03-30 01:22:28,04096,창동역2번출구 하나은행365 앞,0,9,1548.82,USR_001,M,2006,ST-1638,ST-3368,일반자전거,0,0,202
SPB-57525,2026-03-30 01:01:31,00633,청량리 기업은행 앞,0,2026-03-30 01:22:31,00631,답십리역 1번출구,0,21,1715.56,USR_001,M,1994,ST-400,ST-398,일반자전거,0,0,203
SPB-64211,2026-03-30 01:01:23,02111,서울대입구역 1번출구,0,2026-03-30 01:22:36,02191,대학동주민센터,0,21,2884.87,USR_001,M,1999,ST-965,ST-2375,일반자전거,0,0,204
SPB-73781,2026-03-30 01:06:42,01224,아시아지하보도 2번 출구,0,2026-03-30 01:22:38,02348,포스코사거리(기업은행),0,15,2122.64,USR_001,M,1993,ST-548,ST-797,일반자전거,0,0,205
SPB-74545,2026-03-30 01:14:25,02067,보라매역․동작세무서 버스정류장(강남중학교방면),0,2026-03-30 01:22:43,02066,양문교회 앞,0,8,1523.30,USR_001,M,2000,ST-1543,ST-1542,일반자전거,0,0,206
SPB-35581,2026-03-30 01:14:26,00256,동아에코빌입구,0,2026-03-30 01:22:48,03206,문래동 주민센터,0,8,1052.10,USR_001,,1901,ST-304,ST-1977,일반자전거,0,0,207
SPB-63522,2026-03-30 01:14:18,04169,신대방삼거리,0,2026-03-30 01:22:53,02016,신대방삼거리역 3번출구쪽,0,8,88.22,USR_001,M,1988,ST-2654,ST-688,일반자전거,0,0,208
SPB-54489,2026-03-30 01:06:32,01127,화곡역 버스정류장,0,2026-03-30 01:22:54,01157,강서구청,0,16,1542.72,USR_001,M,1966,ST-524,ST-1069,일반자전거,0,0,209
SPB-64179,2026-03-30 01:07:49,01174,강서구청사거리(부민병원),0,2026-03-30 01:23:08,01150,송정역 1번출구,0,15,3443.70,USR_001,M,1999,ST-1511,ST-1062,일반자전거,0,0,210
SPB-82359,2026-03-30 01:19:05,01278,송파구청 교차로,99,2026-03-30 01:23:11,01226,잠실4동 주민센터 옆,99,4,1390.00,USR_001,M,1996,ST-1409,ST-894,새싹자전거,0,0,211
SPB-32640,2026-03-30 01:15:03,01964,원메디타운 앞,0,2026-03-30 01:23:13,03929,고척아이파크아파트 205동 앞,0,8,665.55,USR_001,M,1985,ST-1226,ST-3194,일반자전거,0,0,212
SPB-68587,2026-03-30 01:14:06,04222,서울디자인고등학교 앞,0,2026-03-30 01:23:16,00852,청암자이아파트 앞,0,9,1740.00,USR_001,M,1973,ST-3008,ST-2176,일반자전거,0,0,213
SPB-65869,2026-03-30 01:06:48,00634,외국어대 정문 앞,0,2026-03-30 01:23:29,01372,KEB은행 고대점,0,16,2037.94,USR_001,M,2005,ST-401,ST-1636,일반자전거,0,0,214
SPB-71056,2026-03-30 01:03:17,00551,구의삼성쉐르빌 앞,0,2026-03-30 01:23:35,04387,성수역 1번출구 주변,0,20,4082.46,USR_001,M,2003,ST-377,ST-3121,일반자전거,0,0,215
SPB-55431,2026-03-30 01:19:40,05765,삼전동주민센터 건너편,0,2026-03-30 01:23:40,04868,석촌호수 서호 남단,0,4,972.89,USR_001,M,1959,ST-3162,ST-2833,일반자전거,0,0,216
SPB-65421,2026-03-30 01:20:11,01338,용문2교 옆,0,2026-03-30 01:23:41,01337,돈암성당 옆,0,3,492.12,USR_001,F,1999,ST-1202,ST-1201,일반자전거,0,0,217
SPB-55813,2026-03-30 01:17:48,01669,중계역 3번출구,0,2026-03-30 01:23:44,04026,상계주공1단지아파트,0,5,1000.00,USR_001,F,2008,ST-1286,ST-2716,일반자전거,0,0,218
SPB-73342,2026-03-30 01:20:31,01338,용문2교 옆,0,2026-03-30 01:23:45,01337,돈암성당 옆,0,3,492.12,USR_001,M,1999,ST-1202,ST-1201,일반자전거,0,0,219
SPB-72533,2026-03-30 01:23:39,04578,보라매sk뷰,0,2026-03-30 01:23:49,04578,보라매sk뷰,0,0,0.00,USR_001,M,1989,ST-2801,ST-2801,일반자전거,0,0,220
SPB-60846,2026-03-30 01:19:25,00240,문래역 4번출구 앞,0,2026-03-30 01:23:50,05896,영등포구청역 6번출구,0,4,533.10,USR_001,M,2002,ST-289,ST-3417,일반자전거,0,0,221
SPB-65125,2026-03-30 01:01:39,01337,돈암성당 옆,0,2026-03-30 01:23:50,00630,동대문구 보건소,0,22,3610.00,USR_001,F,2002,ST-1201,ST-397,일반자전거,0,0,222
SPB-45039,2026-03-30 01:14:05,01217,송파파인타운 7단지,0,2026-03-30 01:23:55,02658,가락몰 업무동,0,9,2176.04,USR_001,,1981,ST-545,ST-2409,일반자전거,0,0,223
SPB-66794,2026-03-30 01:21:08,04713,현대 뜨레비앙 아파트 앞,0,2026-03-30 01:24:00,00335,종로3가역 15번출구 뒤,0,2,333.59,USR_001,,1975,ST-2623,ST-151,일반자전거,0,0,224
SPB-68332,2026-03-30 01:18:10,01601,석계역 문화광장 내 자전거 보관소,0,2026-03-30 01:24:00,01601,석계역 문화광장 내 자전거 보관소,0,5,71.34,USR_001,,2004,ST-600,ST-600,일반자전거,0,0,225
SPB-53560,2026-03-30 01:01:23,00495,염리초등학교 앞,0,2026-03-30 01:24:07,03115,북아현 치안센터 인근,0,22,2523.80,USR_001,M,1989,ST-2154,ST-2200,일반자전거,0,0,226
SPB-73991,2026-03-30 01:12:12,00568,청계8가 사거리 B,0,2026-03-30 01:24:08,00579,마장역 4번출구,0,11,1979.89,USR_001,M,2006,ST-369,ST-372,일반자전거,0,0,227
SPB-32642,2026-03-30 01:17:06,00490,가온문화공원,0,2026-03-30 01:24:10,00413,상암월드컵파크 3단지 후문,0,7,1192.17,USR_001,M,1993,ST-2149,ST-92,일반자전거,0,0,228
SPB-45096,2026-03-30 01:16:07,01360,정릉역,0,2026-03-30 01:24:13,01316,고려사대부속중고 건너편,0,8,1131.14,USR_001,M,2001,ST-1386,ST-562,일반자전거,0,0,229
SPB-45007,2026-03-30 01:19:14,02175,신림동걷고싶은문화의거리입구,0,2026-03-30 01:24:15,03811,신사로입구,0,5,531.28,USR_001,M,1998,ST-1270,ST-2851,일반자전거,0,0,230
SPB-74026,2026-03-30 01:10:59,01455,상봉역 2번 출구,0,2026-03-30 01:24:16,01472,영성빌딩(PAT),0,13,1520.90,USR_001,M,1970,ST-1375,ST-2293,일반자전거,0,0,231
SPB-68135,2026-03-30 01:11:55,00272,당산육갑문,0,2026-03-30 01:24:18,00227,양평1나들목 보행통로 입구,0,12,2197.60,USR_001,,2003,ST-426,ST-277,일반자전거,0,0,232
SPB-58441,2026-03-30 01:00:14,01090,상일동역 2번출구 앞,0,2026-03-30 01:24:18,01075,천동초교 삼거리,0,24,4345.72,USR_001,,1992,ST-1850,ST-1836,일반자전거,0,0,233
SPB-65243,2026-03-30 01:16:45,04008,하계 어린이 공원,0,2026-03-30 01:24:20,05341,공릉동효성아파트 앞,0,7,2300.00,USR_001,M,2002,ST-2703,ST-3357,일반자전거,0,0,234
SPB-58018,2026-03-30 01:22:41,04864,송파사거리,0,2026-03-30 01:24:24,02641,송파역 4번출구,0,1,88.32,USR_001,M,2002,ST-2796,ST-1793,일반자전거,0,0,235
SPB-46076,2026-03-30 01:19:54,01308,안암로터리 버스정류장 앞,0,2026-03-30 01:24:27,00605,신설동역8번출구,0,4,1210.00,USR_001,M,2003,ST-827,ST-265,일반자전거,0,0,236
SPB-38180,2026-03-30 01:20:29,04636,용산구꿈나무종합타운 앞,0,2026-03-30 01:24:32,00835,남영역 건너편,0,4,607.95,USR_001,M,1964,ST-3080,ST-1342,일반자전거,0,0,237
SPB-30178,2026-03-30 01:03:39,03432,종로2가 사거리,0,2026-03-30 01:24:40,00530,청계벽산아파트 앞,0,21,3668.73,USR_001,M,2000,ST-1829,ST-244,일반자전거,0,0,238
SPB-66503,2026-03-30 01:11:07,00818,숙명여대 입구 교차로,0,2026-03-30 01:24:46,00816,신용산역 6번출구 앞,0,13,1964.17,USR_001,M,1993,ST-437,ST-435,일반자전거,0,0,239
SPB-56072,2026-03-30 01:18:01,00247,당산역 10번출구 앞,0,2026-03-30 01:24:58,00230,영등포구청역 7번출구,0,6,1193.38,USR_001,,1966,ST-295,ST-413,일반자전거,0,0,240
SPB-64656,2026-03-30 01:08:47,01173,강서구청사거리(SH타워),0,2026-03-30 01:25:03,01160,양천향교역 7번출구앞,0,16,476.15,USR_001,M,1987,ST-1510,ST-1251,일반자전거,0,0,241
SPB-56365,2026-03-30 01:21:10,01208,풍납현대아파트쉼터,0,2026-03-30 01:25:06,02611,송파지역자활센터 뒤,0,3,814.02,USR_001,M,1993,ST-541,ST-1684,일반자전거,0,0,242
SPB-31388,2026-03-30 01:21:10,00818,숙명여대 입구 교차로,0,2026-03-30 01:25:07,04642,용산더프라임아파트 101동 앞,0,3,492.33,USR_001,M,1977,ST-437,ST-3159,일반자전거,0,0,243
SPB-47426,2026-03-30 01:03:40,05153,한강버스 뚝섬 선착장,0,2026-03-30 01:25:07,00500,어린이대공원역 3번출구 앞,0,21,2117.91,USR_003,,,ST-3390,ST-97,일반자전거,0,0,244
SPB-74259,2026-03-30 01:18:42,03764,관문주유소(GS칼택스) 앞,0,2026-03-30 01:25:07,03780,등촌서광아파트,0,6,1386.03,USR_001,M,1994,ST-2613,ST-2487,일반자전거,0,0,245
SPB-70947,2026-03-30 01:10:36,04514,목동성당 앞,0,2026-03-30 01:25:10,01994,삼성전자 물류센터 앞,0,14,3772.52,USR_001,M,2006,ST-2764,ST-1529,일반자전거,0,0,246
SPB-68079,2026-03-30 01:03:48,01690,도봉운전면허시험장 버스정류장 옆,0,2026-03-30 01:25:21,05321,불암아파트 앞,0,21,2555.77,USR_001,M,2000,ST-1641,ST-3211,일반자전거,0,0,247
SPB-50213,2026-03-30 01:20:24,02084,e편한세상 상도노빌리티 앞,0,2026-03-30 01:25:25,02013,장승배기역 5번출구,0,5,617.48,USR_001,M,1999,ST-2357,ST-687,일반자전거,0,0,248
SPB-32740,2026-03-30 01:20:22,02084,e편한세상 상도노빌리티 앞,0,2026-03-30 01:25:26,02013,장승배기역 5번출구,0,5,655.60,USR_001,F,2003,ST-2357,ST-687,일반자전거,0,0,249
SPB-35952,2026-03-30 01:21:35,00552,대림아크로리버 앞,0,2026-03-30 01:25:32,03886,광진구 민방위교육센터,0,3,735.24,USR_001,M,2006,ST-378,ST-3012,일반자전거,0,0,250
SPB-47559,2026-03-30 01:18:17,01663,동해문화예술관앞,0,2026-03-30 01:25:40,01601,석계역 문화광장 내 자전거 보관소,0,7,758.81,USR_001,M,2006,ST-1280,ST-600,일반자전거,0,0,251
SPB-69020,2026-03-30 01:16:22,01385,성신여대입구역 3번출구 앞,0,2026-03-30 01:25:41,01364,성북동 치안센터 앞,0,9,1230.06,USR_001,F,2006,ST-2226,ST-1456,일반자전거,0,0,252
SPB-71146,2026-03-30 01:20:30,03536,중앙농협(자양동),0,2026-03-30 01:25:46,03865,이튼타워리버 2차,0,5,994.96,USR_001,M,1991,ST-1663,ST-2545,일반자전거,0,0,253
SPB-59195,2026-03-30 01:11:39,03542,래미안 구의파크 스위트,0,2026-03-30 01:25:51,03504,원일교회,0,14,1535.26,USR_001,F,1984,ST-1722,ST-987,일반자전거,0,0,254
SPB-49401,2026-03-30 01:18:54,00114,홍대입구역 8번출구 앞,0,2026-03-30 01:26:03,00111,상수역 2번출구 앞,0,7,1065.13,USR_001,M,1967,ST-20,ST-15,일반자전거,0,0,255
SPB-59761,2026-03-30 01:11:29,04514,목동성당 앞,0,2026-03-30 01:26:05,04514,목동성당 앞,0,14,191.64,USR_001,,,ST-2764,ST-2764,일반자전거,0,0,256
