BIKE_ID,RENT_DT,RENT_ID,RENT_NM,RENT_HOLD,RTN_DT,RTN_ID,RTN_NM,RTN_HOLD,USE_MIN,USE_DST,USR_CLS_CD,SEX_CD,BIRTH_YEAR,RENT_STATION_ID,RETURN_STATION_ID,BIKE_SE_CD,START_INDEX,END_INDEX,RNUM
SPB-55141,2026-03-30 01:15:57,01153,"발산역 1번, 9번 인근 대여소",0,2026-03-30 01:26:05,01160,양천향교역 7번출구앞,0,10,1020.00,USR_001,M,1961,ST-1065,ST-1251,일반자전거,0,0,257
SPB-64981,2026-03-30 01:11:48,01519,장미원시장 건너편,0,2026-03-30 01:26:07,01503,강북구청사거리(수유역 8번출구),0,14,1777.19,USR_001,M,1963,ST-651,ST-643,일반자전거,0,0,258
SPB-48161,2026-03-30 01:08:48,02658,가락몰 업무동,0,2026-03-30 01:26:13,05765,삼전동주민센터 건너편,0,17,2870.00,USR_001,M,1955,ST-2409,ST-3162,일반자전거,0,0,259
SPB-72519,2026-03-30 01:17:37,01834,월드메르디앙 벤처센터 2차,0,2026-03-30 01:26:15,03975,현대시티아울렛 가산,0,8,638.33,USR_001,,1998,ST-640,ST-3029,일반자전거,0,0,260
SPB-41639,2026-03-30 01:03:11,03927,구로월드아파트 앞,0,2026-03-30 01:26:20,01859,대륭테크노타운 18차,0,23,4241.54,USR_001,M,1980,ST-3182,ST-1734,일반자전거,0,0,261
SPB-73262,2026-03-30 01:12:06,01625,상계역 3번출구,0,2026-03-30 01:26:30,04091,방학역2번출구,0,14,3209.77,USR_001,M,1991,ST-914,ST-3172,일반자전거,0,0,262
SPB-37285,2026-03-30 01:11:55,00272,당산육갑문,0,2026-03-30 01:26:39,00265,영등포유통상가 사거리,0,14,1700.52,USR_001,F,1983,ST-426,ST-419,일반자전거,0,0,263
SPB-83627,2026-03-30 01:22:19,00521,왕십리역 11번 출구 앞,99,2026-03-30 01:26:47,00520,상왕십리역 4번 출구 앞,99,4,840.00,USR_001,F,1995,ST-237,ST-236,새싹자전거,0,0,264
SPB-43718,2026-03-30 01:14:41,03121,가좌삼거리,0,2026-03-30 01:26:50,00113,홍대입구역 2번출구 앞,0,12,2330.76,USR_001,M,1963,ST-2206,ST-18,일반자전거,0,0,265
SPB-45258,2026-03-30 01:07:35,00342,대학로 마로니에공원,0,2026-03-30 01:26:58,01308,안암로터리 버스정류장 앞,0,19,2359.14,USR_001,M,1998,ST-158,ST-827,일반자전거,0,0,266
SPB-39194,2026-03-30 01:17:44,01606,태릉입구역 3번출구,0,2026-03-30 01:26:59,01677,육군사관학교  앞,0,9,1557.32,USR_001,F,2004,ST-602,ST-1349,일반자전거,0,0,267
SPB-59664,2026-03-30 01:07:45,01650,중계근린공원내,0,2026-03-30 01:27:03,05318,극동의 푸른별 아파트 뒤(중계4동주민센터 앞),0,19,3050.00,USR_003,,2002,ST-1118,ST-3149,일반자전거,0,0,268
SPB-74515,2026-03-30 01:02:36,00774,등촌역 4번 출구,0,2026-03-30 01:27:07,02744,강서세무서 앞,0,24,4487.56,USR_001,F,1977,ST-2000,ST-2411,일반자전거,0,0,269
SPB-52348,2026-03-30 01:16:27,01072,고덕역 5번출구,0,2026-03-30 01:27:09,01010,강동세무서,0,10,2462.70,USR_001,M,2001,ST-1833,ST-494,일반자전거,0,0,270
SPB-71299,2026-03-30 01:17:41,00233,양평1동 YP센터 앞,0,2026-03-30 01:27:09,00748,목동운동장,0,9,1410.80,USR_001,M,1978,ST-282,ST-1019,일반자전거,0,0,271
SPB-47411,2026-03-30 01:08:19,03542,래미안 구의파크 스위트,0,2026-03-30 01:27:16,00540,군자역 7번출구 베스트샵 앞,0,18,2385.58,USR_001,,1994,ST-1722,ST-253,일반자전거,0,0,272
SPB-61634,2026-03-30 01:20:17,00111,상수역 2번출구 앞,0,2026-03-30 01:27:17,00102,망원역 1번출구 앞,0,7,1547.91,USR_001,M,1986,ST-15,ST-4,일반자전거,0,0,273
SPB-41509,2026-03-30 01:19:47,00508,성수아카데미타워 앞,0,2026-03-30 01:27:25,03506,영동대교 북단,0,7,1125.52,USR_001,,2002,ST-105,ST-1191,일반자전거,0,0,274
SPB-54191,2026-03-30 01:03:24,03010,홍대입구역 3번출구,0,2026-03-30 01:27:28,00176,명지대학교 도서관,0,24,3484.82,USR_001,M,2002,ST-2168,ST-555,일반자전거,0,0,275
SPB-40207,2026-03-30 01:21:27,01656,중앙하이츠 아파트 입구,0,2026-03-30 01:27:28,04031,청암예술학교 앞,0,6,638.60,USR_001,M,2006,ST-1124,ST-2729,일반자전거,0,0,276
SPB-57669,2026-03-30 01:07:41,01625,상계역 3번출구,0,2026-03-30 01:27:30,05321,불암아파트 앞,0,19,1356.69,USR_001,M,1980,ST-914,ST-3211,일반자전거,0,0,277
SPB-31388,2026-03-30 01:25:46,04642,용산더프라임아파트 101동 앞,0,2026-03-30 01:27:33,00805,문배어린이공원 앞,0,1,253.11,USR_001,M,1977,ST-3159,ST-326,일반자전거,0,0,278
SPB-47751,2026-03-30 01:24:11,04220,신촌 청년주택,0,2026-03-30 01:27:34,00130,신촌역(2호선) 7번출구 앞,0,3,664.92,USR_001,M,1972,ST-2975,ST-32,일반자전거,0,0,279
SPB-47883,2026-03-30 01:02:18,00774,등촌역 4번 출구,0,2026-03-30 01:27:40,06177,마곡롯데캐슬르웨스트,0,25,4290.00,USR_001,F,2007,ST-2000,ST-3324,일반자전거,0,0,280
SPB-52669,2026-03-30 01:03:03,03010,홍대입구역 3번출구,0,2026-03-30 01:27:42,00176,명지대학교 도서관,0,24,2538.12,USR_001,,1996,ST-2168,ST-555,일반자전거,0,0,281
SPB-74509,2026-03-30 01:18:26,00870,노들섬 서측 앞,0,2026-03-30 01:27:45,02058,동작경찰서,0,9,1508.19,USR_001,,1990,ST-2240,ST-1150,일반자전거,0,0,282
SPB-42170,2026-03-30 01:06:19,00342,대학로 마로니에공원,0,2026-03-30 01:27:45,00301,경복궁역 7번출구 앞,0,21,2770.96,USR_001,M,2003,ST-158,ST-117,일반자전거,0,0,283
SPB-60437,2026-03-30 01:17:47,04951,강동농협 버스정류소 앞(광채빌라),0,2026-03-30 01:27:48,01010,강동세무서,0,10,120.00,USR_001,M,1997,ST-3147,ST-494,일반자전거,0,0,284
SPB-60901,2026-03-30 01:24:20,00775,세종그랑시아 앞(102동),0,2026-03-30 01:27:48,00701,목동사거리 부근,0,3,461.62,USR_001,M,1979,ST-2001,ST-309,일반자전거,0,0,285
SPB-69915,2026-03-30 01:19:53,03707,드래곤타워 앞,0,2026-03-30 01:28:03,03707,드래곤타워 앞,0,8,536.71,USR_001,M,1978,ST-2459,ST-2459,일반자전거,0,0,286
SPB-37381,2026-03-30 01:19:21,04762,국제빌딩,0,2026-03-30 01:28:10,00302,경복궁역 6번출구 뒤,0,8,1279.63,USR_001,M,1982,ST-2517,ST-118,일반자전거,0,0,287
SPB-59593,2026-03-30 01:01:41,04218,디지털매직스페이스,0,2026-03-30 01:28:11,00401,상암월드컵파크 10단지 앞,0,26,1850.00,USR_001,M,2003,ST-2974,ST-76,일반자전거,0,0,288
SPB-73772,2026-03-30 01:06:08,04105,서울교통공사사거리 교통섬,0,2026-03-30 01:28:27,01455,상봉역 2번 출구,0,22,4839.71,USR_001,M,1997,ST-2499,ST-1375,일반자전거,0,0,289
SPB-43675,2026-03-30 01:17:43,01514,강북구청 사거리 버스정류소 앞,0,2026-03-30 01:28:27,01349,월계2교 버스정류장 앞,0,10,3063.17,USR_001,F,2004,ST-646,ST-1213,일반자전거,0,0,290
SPB-60973,2026-03-30 01:03:04,00626,군자교 서측 녹지대,0,2026-03-30 01:28:34,00626,군자교 서측 녹지대,0,25,4810.58,USR_001,,1987,ST-394,ST-394,일반자전거,0,0,291
SPB-44512,2026-03-30 01:24:03,04803,상봉2동 주민센터 앞,0,2026-03-30 01:28:35,01462,동부시장 북문 앞,0,4,376.78,USR_001,M,1996,ST-2629,ST-2283,일반자전거,0,0,292
SPB-56114,2026-03-30 01:08:05,01834,월드메르디앙 벤처센터 2차,0,2026-03-30 01:28:38,01955,디지털입구 교차로,0,20,2550.41,USR_001,M,1959,ST-640,ST-936,일반자전거,0,0,293
SPB-68146,2026-03-30 01:27:25,00546,잠실대교북단 교차로,0,2026-03-30 01:28:41,00546,잠실대교북단 교차로,0,1,0.00,USR_001,M,1996,ST-257,ST-257,일반자전거,0,0,294
SPB-74205,2026-03-30 01:24:02,00770,목동역5번출구,0,2026-03-30 01:28:42,00796,목동아파트 14단지 B상가 앞,0,4,1384.75,USR_001,M,1990,ST-1996,ST-2397,일반자전거,0,0,295
SPB-81016,2026-03-30 01:15:22,00521,왕십리역 11번 출구 앞,99,2026-03-30 01:28:45,00512,뚝섬역 1번 출구 옆,99,13,2130.00,USR_001,M,1989,ST-237,ST-109,새싹자전거,0,0,296
SPB-63603,2026-03-30 01:08:08,00536,행당역 2번출구 앞,0,2026-03-30 01:28:46,00585,성수2가1동 공영주차장 인근,0,20,4126.02,USR_001,,1968,ST-248,ST-446,일반자전거,0,0,297
SPB-47913,2026-03-30 01:20:05,01229,송파체육문화회관 앞,0,2026-03-30 01:28:55,04472,송파파크데일 1단지 115동 건너편,0,8,1745.50,USR_001,M,2008,ST-549,ST-2585,일반자전거,0,0,298
SPB-55636,2026-03-30 01:23:55,00591,건국대학교 (행정관),0,2026-03-30 01:28:58,00573,구의문주차장 앞,0,5,1122.74,USR_001,M,2004,ST-973,ST-384,일반자전거,0,0,299
SPB-61012,2026-03-30 01:19:54,02230,이수역 4번 출구,0,2026-03-30 01:28:58,02104,사당역 5번출구,0,9,1088.95,USR_001,F,1999,ST-760,ST-712,일반자전거,0,0,300
SPB-55495,2026-03-30 01:23:55,01662,노원역7번출구,0,2026-03-30 01:29:20,01722,창동청소년수련관,0,5,932.06,USR_001,,1978,ST-1279,ST-1292,일반자전거,0,0,301
SPB-58355,2026-03-30 01:26:05,02625,가락종합 사회복지관,0,2026-03-30 01:29:22,02641,송파역 4번출구,0,3,629.62,USR_001,M,1968,ST-1852,ST-1793,일반자전거,0,0,302
SPB-39648,2026-03-30 01:14:47,02642,마천동 성내천 쉼터,0,2026-03-30 01:29:34,01230,송파중학교 정문,0,14,1648.93,USR_001,,1974,ST-1794,ST-897,일반자전거,0,0,303
SPB-47980,2026-03-30 01:22:00,01725,창1동주민센터,0,2026-03-30 01:29:42,04080,창동주공19단지앞,0,7,961.23,USR_001,M,1965,ST-1295,ST-2967,일반자전거,0,0,304
SPB-36886,2026-03-30 01:12:17,04011,월계 센트럴 아이파크,0,2026-03-30 01:29:49,05314,월계1동주민센터 앞,0,17,1508.51,USR_001,M,1983,ST-2705,ST-3122,일반자전거,0,0,305
SPB-74541,2026-03-30 01:24:22,00453,종로오가 지하쇼핑센터 14번출구,0,2026-03-30 01:29:52,00457,종로꽃시장 입구 옆,0,5,616.93,USR_001,M,1971,ST-1606,ST-1610,일반자전거,0,0,306
SPB-37309,2026-03-30 01:18:02,01480,용마지구대 B,0,2026-03-30 01:30:03,00606,서울반도체고 앞,0,12,1173.06,USR_001,M,1986,ST-2301,ST-266,일반자전거,0,0,307
SPB-59384,2026-03-30 01:17:52,05061,우장산동 가곡어린이공원앞,0,2026-03-30 01:30:16,02715,마곡나루역 2번 출구,0,12,2081.62,USR_001,M,2000,ST-2888,ST-2031,일반자전거,0,0,308
SPB-39779,2026-03-30 01:26:57,01256,문정현대아파트 교차로,0,2026-03-30 01:30:23,04479,문정중학교,0,3,580.69,USR_001,M,1984,ST-1075,ST-2590,일반자전거,0,0,309
SPB-47643,2026-03-30 01:19:58,03651,개포동역 4번출구,0,2026-03-30 01:30:24,02342,대청역 1번출구  뒤,0,10,1292.77,USR_001,M,1997,ST-3049,ST-823,일반자전거,0,0,310
SPB-59626,2026-03-30 01:29:57,03918,이좋은집오피스텔 앞,0,2026-03-30 01:30:28,03918,이좋은집오피스텔 앞,0,0,0.00,USR_001,,,ST-2997,ST-2997,일반자전거,0,0,311
SPB-46173,2026-03-30 01:21:15,04272,홍남교 사거리,0,2026-03-30 01:30:30,00176,명지대학교 도서관,0,9,691.60,USR_001,F,,ST-3113,ST-555,일반자전거,0,0,312
SPB-67536,2026-03-30 01:03:50,03600,사근빗물펌프장 건너편,0,2026-03-30 01:30:30,01339,삼성전자서비스 성북센터,0,26,6858.77,USR_001,M,1991,ST-2420,ST-1203,일반자전거,0,0,313
SPB-41919,2026-03-30 01:17:08,01672,상계동수락리버시티,0,2026-03-30 01:30:34,01672,상계동수락리버시티,0,13,2424.30,USR_001,M,2001,ST-1289,ST-1289,일반자전거,0,0,314
SPB-72242,2026-03-30 01:26:11,01775,신원리베르텔 앞,0,2026-03-30 01:30:40,01707,도봉구민회관,0,4,711.54,USR_001,M,1963,ST-2120,ST-615,일반자전거,0,0,315
SPB-72134,2026-03-30 01:26:21,01327,상월곡역 3번출구,0,2026-03-30 01:30:46,01390,석관래미안아트리치,0,4,824.96,USR_001,M,2003,ST-574,ST-2231,일반자전거,0,0,316
SPB-60363,2026-03-30 01:07:36,03500,군자역2번출구,0,2026-03-30 01:30:48,04142,현대썬앤빌 앞,0,23,2206.75,USR_001,M,2001,ST-983,ST-3353,일반자전거,0,0,317
SPB-64180,2026-03-30 01:06:21,03500,군자역2번출구,0,2026-03-30 01:30:53,04142,현대썬앤빌 앞,0,24,2024.41,USR_001,F,2001,ST-983,ST-3353,일반자전거,0,0,318
SPB-66731,2026-03-30 01:25:14,00128,신촌역(2호선) 1번출구 옆,0,2026-03-30 01:30:57,00126,서강대 후문 옆,0,5,1180.89,USR_001,M,2004,ST-30,ST-28,일반자전거,0,0,319
SPB-71859,2026-03-30 01:20:28,00514,성수사거리 버스정류장 앞,0,2026-03-30 01:30:58,03501,K&S빌딩 앞,0,10,2153.25,USR_001,M,1982,ST-112,ST-984,일반자전거,0,0,320
SPB-56940,2026-03-30 01:26:53,02739,수명산파크1단지교차로,0,2026-03-30 01:31:00,03785,마곡14단지 1408동앞,0,4,684.96,USR_001,M,1990,ST-2056,ST-2832,일반자전거,0,0,321
SPB-40907,2026-03-30 01:24:56,01308,안암로터리 버스정류장 앞,0,2026-03-30 01:31:01,00615,용두동 래미안허브리츠아파트 앞,0,6,876.96,USR_001,F,2008,ST-827,ST-274,일반자전거,0,0,322
SPB-69079,2026-03-30 01:20:32,03547,상왕십리역 6번 출입구,0,2026-03-30 01:31:03,00614,용두동 사거리,0,10,1611.88,USR_001,M,2000,ST-2329,ST-273,일반자전거,0,0,323
SPB-69416,2026-03-30 01:19:51,04895,송파레이크힐 상가,0,2026-03-30 01:31:15,04465,건영아파트앞 사거리,0,11,2437.72,USR_001,F,1992,ST-2988,ST-2581,일반자전거,0,0,324
SPB-49007,2026-03-30 01:20:37,00364,창신역 1번출구 앞,0,2026-03-30 01:31:15,06061,충무아트센터,0,10,1462.36,USR_001,F,2006,ST-178,ST-3381,일반자전거,0,0,325
SPB-72080,2026-03-30 01:20:39,00364,창신역 1번출구 앞,0,2026-03-30 01:31:17,06061,충무아트센터,0,10,1476.22,USR_001,F,2004,ST-178,ST-3381,일반자전거,0,0,326
SPB-64971,2026-03-30 01:19:01,04808,신내2동 주민센터 앞,0,2026-03-30 01:31:24,01446,중랑전화국 교차로,0,12,2366.19,USR_001,M,2006,ST-2632,ST-1097,일반자전거,0,0,327
SPB-73982,2026-03-30 01:17:37,00673,안암골벽산아파트(후문),0,2026-03-30 01:31:24,04418,종암동 동덕여대 제2생활관 앞,0,13,2273.09,USR_001,M,2002,ST-2273,ST-3046,일반자전거,0,0,328
SPB-57428,2026-03-30 01:26:19,01741,제일강산수산입구,0,2026-03-30 01:31:33,04064,신창아파트 입구 앞,0,5,1010.00,USR_001,,1961,ST-1638,ST-2725,일반자전거,0,0,329
SPB-71609,2026-03-30 01:20:39,00249,여의도중학교 옆,0,2026-03-30 01:31:36,00146,마포역 2번출구 뒤,0,10,2570.00,USR_001,M,1996,ST-297,ST-204,일반자전거,0,0,330
SPB-74487,2026-03-30 01:20:48,00391,시립미술관,0,2026-03-30 01:31:36,00395,경희궁 자이 2단지,0,10,1059.85,USR_001,M,2006,ST-977,ST-1374,일반자전거,0,0,331
SPB-71628,2026-03-30 01:21:21,04765,동대문디자인플라자,0,2026-03-30 01:31:38,00476,광희문,0,10,820.68,USR_002,,,ST-2431,ST-1782,일반자전거,0,0,332
SPB-72338,2026-03-30 01:25:19,00425,DMC첨단산업센터,0,2026-03-30 01:31:40,00411,DMC홍보관,0,6,854.95,USR_001,M,1977,ST-991,ST-90,일반자전거,0,0,333
SPB-54688,2026-03-30 01:27:49,04041,공릉역3번출구,0,2026-03-30 01:31:40,01655,공릉1단지아파트,0,3,788.84,USR_001,,1987,ST-2896,ST-1123,일반자전거,0,0,334
SPB-59761,2026-03-30 01:26:54,04514,목동성당 앞,0,2026-03-30 01:31:44,04514,목동성당 앞,0,4,109.17,USR_001,,,ST-2764,ST-2764,일반자전거,0,0,335
SPB-73333,2026-03-30 01:04:11,00809,한남 유수지 복개주차장,0,2026-03-30 01:31:52,00800,목월공원 앞,0,27,6627.42,USR_001,,1998,ST-330,ST-322,일반자전거,0,0,336
SPB-46855,2026-03-30 01:15:21,02547,반포래미안 리오센트,0,2026-03-30 01:31:57,02509,심산기념문화센터,0,16,3676.57,USR_001,F,1966,ST-2414,ST-1655,일반자전거,0,0,337
SPB-82541,2026-03-30 01:09:49,02377,수서역 5번출구,99,2026-03-30 01:31:58,02646,레이크펠리스101동앞,99,22,5330.00,USR_001,M,1982,ST-1186,ST-1867,새싹자전거,0,0,338
SPB-66240,2026-03-30 01:20:01,01742,북한산 코오롱 하늘채,0,2026-03-30 01:31:59,01503,강북구청사거리(수유역 8번출구),0,11,1408.73,USR_001,M,1958,ST-1726,ST-643,일반자전거,0,0,339
SPB-70402,2026-03-30 01:05:33,00207,여의나루역 1번출구 앞,0,2026-03-30 01:31:59,05867,H타워 앞,0,26,2586.31,USR_001,M,1998,ST-73,ST-3235,일반자전거,0,0,340
SPB-47809,2026-03-30 01:25:58,03936,힐스테이트 신도림역,0,2026-03-30 01:32:00,01904,도림천역 1번 출구 앞,0,6,1230.00,USR_003,,2001,ST-3303,ST-663,일반자전거,0,0,341
SPB-35057,2026-03-30 01:25:48,02000,신도림4차 e편한세상 아파트 1109동 앞,0,2026-03-30 01:32:02,03904,테크노마트 앞,0,6,776.45,USR_001,,2002,ST-1733,ST-2464,일반자전거,0,0,342
SPB-42994,2026-03-30 01:12:34,03812,KT관악지점,0,2026-03-30 01:32:03,02169,봉천역 2번출구,0,19,1123.40,USR_001,M,1997,ST-2842,ST-1264,일반자전거,0,0,343
SPB-63467,2026-03-30 01:21:00,04272,홍남교 사거리,0,2026-03-30 01:32:16,00176,명지대학교 도서관,0,11,847.35,USR_001,M,,ST-3113,ST-555,일반자전거,0,0,344
SPB-50799,2026-03-30 01:21:48,01118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),0,2026-03-30 01:32:20,05065,허준박물관삼거리,0,10,1921.87,USR_001,M,2008,ST-516,ST-2944,일반자전거,0,0,345
SPB-51490,2026-03-30 01:24:06,00743,현대6차아파트 101동 옆,0,2026-03-30 01:32:24,00736,오솔길공원,0,8,1626.48,USR_001,,1969,ST-1014,ST-1007,일반자전거,0,0,346
SPB-67724,2026-03-30 01:25:29,02376,수서역 7번출구 앞,0,2026-03-30 01:32:28,02351,청소년수련관(수영장)앞,0,6,1219.63,USR_001,M,1962,ST-1185,ST-937,일반자전거,0,0,347
SPB-43857,2026-03-30 01:18:05,00266,영등포청과시장 사거리,0,2026-03-30 01:32:38,05851,도림천 건널목 위,0,14,2144.53,USR_001,M,1994,ST-420,ST-3040,일반자전거,0,0,348
SPB-47932,2026-03-30 01:24:21,02635,잠실새내역 1번출구,0,2026-03-30 01:32:40,01231,잠실역 6번출구,0,8,1015.73,USR_001,F,2004,ST-1862,ST-840,일반자전거,0,0,349
SPB-56182,2026-03-30 01:20:36,01716,창동역 1번출구 건너편,0,2026-03-30 01:32:41,01636,상계주공2단지 버스정류장 옆,0,12,1530.00,USR_001,M,1990,ST-1132,ST-610,일반자전거,0,0,350
SPB-64350,2026-03-30 01:23:48,04803,상봉2동 주민센터 앞,0,2026-03-30 01:32:41,04804,동서울농협 앞,0,8,790.27,USR_001,M,1963,ST-2629,ST-2630,일반자전거,0,0,351
SPB-65309,2026-03-30 01:26:30,02712,화곡터널입구교차로,0,2026-03-30 01:32:43,00706,신정네거리역,0,6,925.58,USR_001,M,2000,ST-2028,ST-313,일반자전거,0,0,352
SPB-43523,2026-03-30 01:28:40,02115,관악구시설관리공단,0,2026-03-30 01:32:53,02012,대림사거리(동작상떼빌아파트),0,4,1245.60,USR_001,M,1971,ST-883,ST-727,일반자전거,0,0,353
SPB-73585,2026-03-30 01:22:00,04541,갈산문화예술센터,0,2026-03-30 01:32:55,04547,목동역 2번 출구,0,10,1893.47,USR_001,M,1958,ST-3089,ST-3304,일반자전거,0,0,354
SPB-67229,2026-03-30 01:28:24,02174,삼성디지털프라자관악점,0,2026-03-30 01:32:58,02109,은천로입구 가로공원,0,4,735.56,USR_001,M,1998,ST-1269,ST-882,일반자전거,0,0,355
SPB-53180,2026-03-30 01:24:58,04629,한강초교보도육교 앞,0,2026-03-30 01:33:00,00813,삼각지역 3번출구,0,8,1051.24,USR_001,M,2001,ST-2456,ST-334,일반자전거,0,0,356
SPB-44567,2026-03-30 01:28:56,00275,신동아아파트,0,2026-03-30 01:33:02,00232,양평우림 이비즈센타 앞,0,4,378.52,USR_001,F,1994,ST-1320,ST-281,일반자전거,0,0,357
SPB-61698,2026-03-30 01:21:42,02265,이수고가차도 남단,0,2026-03-30 01:33:02,02034,사당역 7번출구쪽,0,11,2012.39,USR_001,F,1985,ST-949,ST-924,일반자전거,0,0,358
SPB-52839,2026-03-30 01:22:15,00230,영등포구청역 7번출구,0,2026-03-30 01:33:02,04571,문래동롯데캐슬아파트,0,10,1229.33,USR_001,M,1977,ST-413,ST-2820,일반자전거,0,0,359
SPB-43967,2026-03-30 01:30:29,01048,둔촌어린이공원,0,2026-03-30 01:33:06,01010,강동세무서,0,2,509.34,USR_001,M,1973,ST-1370,ST-494,일반자전거,0,0,360
SPB-74881,2026-03-30 01:18:28,00768,목동5단지아파트 501동,0,2026-03-30 01:33:14,00762,오목로 무중력지대 앞,0,14,1694.29,USR_001,M,1965,ST-1994,ST-1503,일반자전거,0,0,361
SPB-47195,2026-03-30 01:05:58,02518,서초동 현대아파트 앞,0,2026-03-30 01:33:16,02427,개포고등학교 정문앞,0,27,4184.19,USR_001,F,1973,ST-1903,ST-1893,일반자전거,0,0,362
SPB-62081,2026-03-30 01:04:41,00837,한남나들목 입구,0,2026-03-30 01:33:16,02077,노들역 3번출구,0,28,6030.91,USR_001,M,1994,ST-1344,ST-2350,일반자전거,0,0,363
SPB-35620,2026-03-30 01:19:49,04007,노원 을지대학교 병원,0,2026-03-30 01:33:18,01683,노원문화예술회관,0,13,1822.75,USR_001,,2000,ST-2702,ST-1473,일반자전거,0,0,364
SPB-64492,2026-03-30 01:28:50,03912,삼호아파트 앞,0,2026-03-30 01:33:34,03932,개봉센트레빌레우스아파트 앞,0,4,519.27,USR_001,M,2008,ST-2855,ST-3222,일반자전거,0,0,365
SPB-55503,2026-03-30 01:20:54,04080,창동주공19단지앞,0,2026-03-30 01:33:36,01669,중계역 3번출구,0,12,1934.02,USR_001,M,1970,ST-2967,ST-1286,일반자전거,0,0,366
SPB-63981,2026-03-30 01:23:38,00648,장안동위더스빌옆,0,2026-03-30 01:33:38,04139,답십리 사거리,0,10,1113.25,USR_001,M,1976,ST-1300,ST-3328,일반자전거,0,0,367
SPB-69835,2026-03-30 01:32:33,04785,롯데시티호텔,0,2026-03-30 01:33:38,00329,청계2가 사거리 옆,0,1,0.00,USR_001,M,1972,ST-2526,ST-145,일반자전거,0,0,368
SPB-66138,2026-03-30 01:30:30,01772,시립도봉노인복지관 버스정류소,0,2026-03-30 01:33:39,01762,북한산 한신휴플러스APT앞,0,3,659.35,USR_001,F,1973,ST-2117,ST-2107,일반자전거,0,0,369
SPB-74463,2026-03-30 01:11:34,04373,서울숲 지식산업센터,0,2026-03-30 01:33:40,03860,건국대학교 정문 앞,0,22,3446.96,USR_001,F,2005,ST-3002,ST-2542,일반자전거,0,0,370
SPB-73287,2026-03-30 01:13:19,04925,청담백영빌딩 앞,0,2026-03-30 01:33:41,02365,K+ 타워 앞,0,20,863.25,USR_001,,1958,ST-3243,ST-1174,일반자전거,0,0,371
SPB-73592,2026-03-30 01:05:42,05080,가양역 1번출구,0,2026-03-30 01:34:12,02744,강서세무서 앞,0,28,3455.90,USR_001,M,2002,ST-3084,ST-2411,일반자전거,0,0,372
SPB-74892,2026-03-30 01:27:53,01327,상월곡역 3번출구,0,2026-03-30 01:34:13,01319,종암박스파크,0,6,111.30,USR_001,,2001,ST-574,ST-564,일반자전거,0,0,373
SPB-62632,2026-03-30 01:28:03,02365,K+ 타워 앞,0,2026-03-30 01:34:14,02353,강남구청역 2번출구 뒤,0,6,760.00,USR_001,M,1974,ST-1174,ST-963,일반자전거,0,0,374
SPB-71042,2026-03-30 01:31:29,02185,대학동 고시촌,0,2026-03-30 01:34:15,02172,나들목공원,0,2,550.00,USR_001,,1995,ST-1757,ST-1267,일반자전거,0,0,375
SPB-67985,2026-03-30 01:25:41,00119,서강나루 공원,0,2026-03-30 01:34:17,00122,신성기사식당 앞,0,8,940.00,USR_001,M,1968,ST-21,ST-24,일반자전거,0,0,376
SPB-58924,2026-03-30 01:30:32,04600,서울 영등포구 우체국,0,2026-03-30 01:34:18,00268,그랜드컨벤션센터 앞,0,3,787.55,USR_001,F,2008,ST-3011,ST-422,일반자전거,0,0,377
SPB-73675,2026-03-30 01:20:16,00765,오목교역 3번출구,0,2026-03-30 01:34:32,00734,신트리공원 입구,0,14,2519.65,USR_001,M,2001,ST-1731,ST-1005,일반자전거,0,0,378
SPB-54823,2026-03-30 01:14:54,03544,한양대역 3번 출구,0,2026-03-30 01:34:37,00568,청계8가 사거리 B,0,19,2562.78,USR_001,,1993,ST-2326,ST-369,일반자전거,0,0,379
SPB-50491,2026-03-30 01:09:47,00113,홍대입구역 2번출구 앞,0,2026-03-30 01:34:37,03103,홍제삼거리 북측,0,24,5409.07,USR_001,M,1966,ST-18,ST-1491,일반자전거,0,0,380
SPB-45001,2026-03-30 01:05:39,04102,휘경1동주민센터 앞,0,2026-03-30 01:34:39,00670,삼육서울병원 버스정류장,0,29,502.67,USR_001,M,2010,ST-2496,ST-2270,일반자전거,0,0,381
SPB-63662,2026-03-30 01:28:37,01060,천일초교 사거리,0,2026-03-30 01:34:40,03657,서울천호동우체국,0,6,787.55,USR_001,,2001,ST-1620,ST-2732,일반자전거,0,0,382
SPB-60230,2026-03-30 01:00:51,04102,휘경1동주민센터 앞,0,2026-03-30 01:34:42,00670,삼육서울병원 버스정류장,0,33,4342.02,USR_001,M,2008,ST-2496,ST-2270,일반자전거,0,0,383
SPB-48960,2026-03-30 01:26:48,05342,상계공원 입구,0,2026-03-30 01:34:45,01689,마들역 3번출구,0,7,840.65,USR_001,,1995,ST-3338,ST-1640,일반자전거,0,0,384
SPB-61909,2026-03-30 01:27:39,02910,도깨비시장,0,2026-03-30 01:34:48,02915,서울과학기술대학교(어학교육원),0,7,1537.99,USR_001,M,2002,ST-2076,ST-2081,일반자전거,0,0,385
SPB-49396,2026-03-30 01:26:28,04914,도심공항타워 앞,0,2026-03-30 01:34:49,02369,KT선릉타워,0,8,880.00,USR_001,F,1958,ST-3112,ST-1178,일반자전거,0,0,386
